,lat,lon,timestamp,amenity,name,brand:wikidata,official_name,addr:housenumber,brand:wikipedia,opening_hours,cuisine,addr:street,takeaway,brand,operator,website,fuel:octane_91,fuel:octane_89,fuel:diesel,fuel:octane_87,phone,addr:postcode,addr:city,access,toilets:wheelchair,wheelchair,name:en,level,indoor,healthcare,description,source,fuel:octane_94,covered,self_service,addr:unit,name:zh,internet_access,drive_through,surveillance,atm,fee,wikidata,alt_name,shop,outdoor_seating,email,capacity,ref,collection_times,building,leisure,entrance,note,fuel:gasoline,bicycle_parking,alt,smoking,brand:en,brand:zh,url,addr:province,old_name,dispensing,layer,internet_access:fee,name:fr,short_name,payment:credit_cards,payment:debit_cards,delivery,microbrewery,air_conditioning,bar,diet:vegetarian,addr:country,reservation,wikipedia,building:levels,drive_in,surrey:addrid,surrey:date,socket:type1,drink,designation,wifi,source:location,brand:fr,official_name:en,official_name:fr,shop:computer,shop:photo,shop:electronics,source:name,name:vi,alt_name:en,alt_name:vi,membership,source:position,operator:wikidata,operator:wikipedia,website:fr,int_name,seating,phone:CA,authentication,socket:tesla_supercharger:output,source:addr
0,49.260812,-123.125736,2020-03-20T18:22:12.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,2787,en:Starbucks,Mo-Th 05:30-19:30; Fr-Su 05:30-20:00,coffee_shop,Laurel Street,yes,Starbucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,49.264041399999996,-123.1534072,2019-08-29T18:50:05.000-07:00,fuel,Shell,Q154950,,2103,en:Royal Dutch Shell,,,West Broadway,,Shell,Shell,https://www.shell.ca/,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,49.2692701,-123.0570393,2019-11-04T23:33:49.000-08:00,fuel,Petro-Canada,Q1208279,,2398,en:Petro-Canada,Mo-Fr 06:30-23:00; Sa-Su 07:00-23:00,,East 1st Avenue,,Petro-Canada,Petro-Canada,,,,,,+1-604-251-1455,V5N 1C3,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,49.3285566,-123.1571712,2019-12-28T18:04:08.000-08:00,fuel,Esso,Q867662,,,en:Esso,,,,,Esso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,49.1935797,-123.1807883,2019-09-14T05:00:22.000-07:00,cafe,Tim Hortons,Q175106,,,en:Tim Hortons,,coffee_shop,,yes,Tim Hortons,,,,,,,,,,,,,,0,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,49.1936961,-123.1802332,2020-03-04T08:57:42.000-08:00,post_office,YVR Domestic Terminal,Q1032001,,3880,en:Canada Post,,,Grant McConachie Way,,Canada Post,Canada Post,,,,,,,V7B 1W0,,,,,,-1,yes,,Inside 7-Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,49.2284004,-122.8483834,2019-11-20T11:48:37.000-08:00,cafe,Tim Hortons,Q175106,,1450,en:Tim Hortons,24/7,coffee_shop,United Boulevard,yes,Tim Hortons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,49.2111765,-122.9232161,2019-07-02T01:10:30.000-07:00,fuel,Esso,Q867662,,,en:Esso,,,,,Esso,Esso,https://www.esso.com/,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,49.212449,-122.9197493,2019-07-02T01:10:30.000-07:00,cafe,Tim Hortons,Q175106,,,en:Tim Hortons,,coffee_shop,,yes,Tim Hortons,Restaurant Brands International Inc.,https://www.timhortons.com/,,,,,,,,,,,,,,,,gps/photo survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,49.212659,-122.9193469,2019-07-02T01:10:30.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,,en:Starbucks,,coffee_shop,,yes,Starbucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,49.1332307,-122.5818649,2019-12-10T13:03:24.000-08:00,fuel,Chevron,Q319642,,23182,en:Chevron Corporation,24/7,,72 Avenue,,Chevron,,,yes,yes,yes,yes,,V2Y 2K2,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,49.1922556,-123.091042,2019-05-29T17:42:02.000-07:00,fuel,Chevron,Q319642,,12011,en:Chevron Corporation,,,Bridgeport Road,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,49.0914573,-123.0792612,2019-07-07T21:50:17.000-07:00,pharmacy,London Drugs,Q3258955,,,en:London Drugs,,,,,London Drugs,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,49.1327053,-123.0991859,2019-08-24T15:12:34.000-07:00,restaurant,Nando's,Q3472954,,,en:Nando's,,chicken;portuguese,,,Nando's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,49.1330103,-123.0955358,2019-08-24T15:12:34.000-07:00,restaurant,Boston Pizza,Q894578,,,en:Boston Pizza,,pizza,,,Boston Pizza,,,,,,,,,,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,49.2347493,-123.1547249,2019-09-24T19:58:50.000-07:00,fast_food,McDonald's,Q38076,,2095,en:McDonald's,24/7,burger,West 41st Avenue,yes,McDonald's,,http://www.mcdonalds.ca/,,,,,,,,,,yes,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,49.090282,-123.0837214,2019-09-05T07:39:04.000-07:00,bank,CIBC,Q666694,,5045,en:Canadian Imperial Bank of Commerce,,,48 Avenue,,CIBC,,https://locations.cibc.com/bc/delta/53235,,,,,,,,,,yes,,,,,,,,,,,,,no,indoor,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,49.155881,-123.1369787,2020-04-17T20:57:09.000-07:00,fuel,Chevron,Q319642,,7951,en:Chevron Corporation,,,No. 3 Road,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,49.1398614,-123.137394,2019-02-27T00:17:55.000-08:00,fast_food,KFC,Q524757,,,en:KFC,,chicken,,,KFC,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,49.1330851,-123.0940869,2019-08-24T15:12:34.000-07:00,fast_food,McDonald's,Q38076,,,en:McDonald's,24/7,burger,,yes,McDonald's,,http://www.mcdonalds.ca/,,,,,,,,,,,,,,,,,,,,,,wlan,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,49.1329977,-123.0973124,2019-08-24T15:12:34.000-07:00,fast_food,Burger King,Q177054,,,en:Burger King,,burger,,yes,Burger King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,49.2325006,-123.0773431,2019-10-31T23:32:04.000-07:00,fuel,Shell,Q154950,,1396,en:Royal Dutch Shell,,,East 41st Avenue,,Shell,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,49.0919518,-122.9576502,2019-08-02T01:26:08.000-07:00,cafe,Tim Hortons,Q175106,,,en:Tim Hortons,,coffee_shop,,yes,Tim Hortons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,49.0904997,-123.0647436,2019-06-06T07:44:09.000-07:00,fuel,Esso,Q867662,,,en:Esso,,,,,Esso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,49.0905125,-123.0719728,2019-06-06T07:44:09.000-07:00,fuel,Petro-Canada,Q1208279,,,en:Petro-Canada,,,,,Petro-Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,49.1996558,-122.8101007,2020-02-21T07:56:19.000-08:00,post_office,Riverside,Q1032001,,14867,en:Canada Post,"Mo-Fr 09:00-18:00; Sa 09:00-14:00; Su,PH off",,108 Avenue,,Canada Post,Canada Post,,,,,,,V3R 1W0,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,49.1332441,-122.8460098,2019-08-24T00:12:34.000-07:00,fuel,Esso,Q867662,,7195,en:Esso,,,King George Boulevard,,Esso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,49.1989863,-122.7789539,2019-06-17T23:15:38.000-07:00,fuel,Esso,Q867662,,15989,en:Esso,,,108 Avenue,,Esso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,49.1765099,-122.7792303,2019-09-23T20:06:05.000-07:00,fuel,Husky,Q702049,,15960,en:Husky Energy,,,96 Avenue,,Husky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,49.1874054,-122.8446943,2019-08-24T15:23:01.000-07:00,bank,CIBC,Q666694,,10166,en:Canadian Imperial Bank of Commerce,Mo-Tu 09:30-17:00; We-Fr 09:30-19:00; Sa 09:00-16:00,,King George Boulevard,,CIBC,CIBC,http://www.cibc.com/,,,,,+1-604-586-2242,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,Canadian Imperial Bank of Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,49.278119,-122.9122848,2020-01-18T09:04:52.000-08:00,cafe,Starbucks,Q37158,Starbucks Coffee,,en:Starbucks,,coffee_shop,,yes,Starbucks,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,49.1897822,-122.8022656,2020-01-09T06:40:09.000-08:00,bank,CIBC,Q666694,,10355,en:Canadian Imperial Bank of Commerce,Mo-We 09:00-18:00; Th-Fr 09:00-19:00; Sa 09:00-16:00; Su 12:00-16:00,,152 Street,,CIBC,CIBC,https://locations.cibc.com/bc/surrey/08920,,,,,+1-604-586-2303,,,,,,,,,,,,,,,1294,,,,,yes,,,Canadian Imperial Bank of Commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,49.187024,-122.8460374,2019-03-12T23:32:40.000-07:00,bank,Bank of Montreal,Q806693,,10155,en:Bank of Montreal,,,King George Boulevard,,Bank of Montreal,Bank of Montreal,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,49.1732883,-123.1251186,2020-04-17T21:26:32.000-07:00,fuel,Shell,Q154950,,5511,en:Royal Dutch Shell,,,Garden City Road,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,49.2793798,-123.0994827,2020-06-11T20:27:15.000-07:00,bank,Vancity,Q7914085,Vancouver City Savings Credit Union,605,en:Vancity,,,Main Street,,Vancity,,,,,,,,,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,49.2731066,-123.1007271,2020-02-05T20:20:15.000-08:00,cafe,Tim Hortons,Q175106,,195,en:Tim Hortons,,coffee_shop,Terminal Avenue,yes,Tim Hortons,,,,,,,,,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,49.2427149,-123.004048,2019-07-07T04:11:10.000-07:00,fast_food,Subway,Q244457,,,en:Subway (restaurant),,sandwich,,yes,Subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,49.2769081,-122.8589634,2020-02-12T23:53:44.000-08:00,cafe,Starbucks,Q37158,Starbucks Coffee,2350,en:Starbucks,,coffee_shop,Saint Johns Street,yes,Starbucks,,,,,,,,,,,,yes,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,49.2875631,-123.129718,2019-09-18T23:00:49.000-07:00,restaurant,Cora,Q2996960,,1368,en:Cora (restaurant),,breakfast,Robson Street,,Cora,,,,,,,,,Vancouver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,49.2866006,-123.1282087,2019-08-23T07:46:30.000-07:00,cafe,Chatime,Q16829306,,1274,en:Chatime,,bubble_tea,Robson Street,yes,Chatime,,,,,,,,,,,,,Chatime,,,,,,,,,,日出茶太,,,,,,,,,,,,,,,,,,,,,,Chatime,日出茶太,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,49.2702532,-123.1357366,2020-03-29T23:51:13.000-07:00,post_office,Granville Island,Q1032001,,1496,en:Canada Post,,,Cartwright Street,,Canada Post,Canada Post,,,,,,,V6H 3Y0,,,,no,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,49.2661113,-123.2420861,2019-05-29T17:24:51.000-07:00,fast_food,Pita Pit,Q7757289,,,en:Pita Pit,,pita,,yes,Pita Pit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,49.2270298,-123.0044576,2019-03-18T03:17:29.000-07:00,pharmacy,Rexall,Q7319360,,6200,en:Rexall,,,McKay Avenue,,Rexall,,,,,,,,,,,,,,,,pharmacy,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,49.2873431,-123.1143935,2019-08-29T17:32:53.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,,en:Starbucks,,coffee_shop,,yes,Starbucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,49.2469499,-123.1854198,2019-08-29T19:02:51.000-07:00,bank,Vancity,Q7914085,Vancouver City Savings Credit Union,,en:Vancity,Tu-Th 09:30-17:00; Fr 09:30-18:00; Sa 09:30-15:00,,,,Vancity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,49.2387806,-123.0316319,2019-07-07T03:58:25.000-07:00,cafe,Tim Hortons,Q175106,,5055,en:Tim Hortons,24/7,coffee_shop,Joyce Street,yes,Tim Hortons,,https://www.timhortons.com/,,,,,+1-604-433-3354,,Vancouver,,,yes,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,49.2686141,-123.158778,2019-08-29T18:37:06.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,,en:Starbucks,,coffee_shop,,yes,Starbucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,49.285902899999996,-123.1249177,2019-08-28T07:25:01.000-07:00,cafe,Tim Hortons,Q175106,,1150,en:Tim Hortons,,coffee_shop,Alberni Street,yes,Tim Hortons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,49.2860886,-123.1252316,2019-08-28T07:25:01.000-07:00,fast_food,Subway,Q244457,,1162,en:Subway (restaurant),,sandwich,Alberni Street,yes,Subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,49.2876133,-123.1149238,2019-11-25T23:07:41.000-08:00,cafe,Starbucks,Q37158,Starbucks Coffee,,en:Starbucks,,coffee_shop,,yes,Starbucks,,,,,,,,,Vancouver,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,49.212995,-123.1401,2019-05-29T17:48:57.000-07:00,cafe,Starbucks,Q37158,,8002,en:Starbucks,,coffee_shop,Granville Street,yes,Starbucks,,,,,,,,,,,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,49.3721579,-123.0988075,2019-06-09T12:39:41.000-07:00,cafe,Starbucks,Q37158,,6400,en:Starbucks,,coffee_shop,Nancy Greene Way,yes,Starbucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,49.1048167,-122.8022148,2019-09-23T20:08:40.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,15161,en:Starbucks,,coffee_shop,Highway 10,yes,Starbucks,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,49.2501163,-122.8923026,2019-09-23T20:19:36.000-07:00,fast_food,McDonald's,Q38076,,,en:McDonald's,24/7,burger,North Road,yes,McDonald's,,,,,,,,,,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,49.2796195,-123.0999337,2020-06-11T20:27:15.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,,en:Starbucks,,coffee_shop,,yes,Starbucks,,,,,,,,,,,,,Starbucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,49.0388172,-122.2708368,2019-09-27T12:25:21.000-07:00,bank,CIBC,Q666694,,,en:Canadian Imperial Bank of Commerce,Mo-Tu 09:30-17:00; We-Fr 09:30-19:00; Sa 09:00-16:00; Su off,,,,CIBC,,https://locations.cibc.com/bc/abbotsford/53044,,,,,+1-604-851-3300,,,,,,,,,,,,,,,100,,,,,yes,,,,,,,,53044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,49.1624419,-122.6539,2019-09-23T20:13:22.000-07:00,fuel,Chevron,Q319642,,20522,en:Chevron Corporation,,,88 Avenue,,Chevron,,,,,,,,,,,,,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,49.1653656,-122.6614878,2019-06-07T13:28:04.000-07:00,restaurant,Round Table Pizza,Q7371139,,,en:Round Table Pizza,,pizza,,,Round Table Pizza,,,,,,,,,,,,,Round Table Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,49.1674933,-122.6674453,2019-06-07T13:28:04.000-07:00,restaurant,Boston Pizza,Q894578,,20090,en:Boston Pizza,,pizza,91A Avenue,,Boston Pizza,,,,,,,,,,,,,Boston Pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,49.1633833,-122.6594915,2020-02-11T02:31:22.000-08:00,fast_food,Taco Del Mar,Q7673972,,,en:Taco del Mar,,mexican,,yes,Taco Del Mar,,,,,,,,,,,,,Taco Del Mar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,49.1660159,-122.6635496,2019-03-08T20:32:22.000-08:00,restaurant,Pizza Hut,Q191615,,20159,en:Pizza Hut,,pizza,88 Avenue,,Pizza Hut,,,,,,,,,,,,,Pizza Hut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,49.1672102,-122.6661043,2019-08-24T15:24:21.000-07:00,restaurant,Montana's,Q17022490,Montana's BBQ & Bar,20090,en:Montana's BBQ & Bar,,barbecue,91A Avenue,,Montana's,,,,,,,,,,,,,Montana's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,49.2539596,-122.7388737,2019-09-10T18:06:48.000-07:00,restaurant,Swiss Chalet,Q2372909,,,en:Swiss Chalet,,chicken,,,Swiss Chalet,,,,,,,,,,,,,Swiss Chalet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992,49.2532685,-122.7393867,2019-09-10T18:06:48.000-07:00,bank,RBC,Q735261,Royal Bank of Canada,,en:Royal Bank of Canada,,,,,RBC,,,,,,,,,,,,,RBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
993,49.2540332,-122.7388698,2019-09-10T18:06:48.000-07:00,fast_food,Mucho Burrito,Q65148332,,,,,mexican,,yes,Mucho Burrito,,,,,,,,,,,,,Mucho Burrito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
994,49.2548653,-122.7354267,2019-09-23T20:16:20.000-07:00,fast_food,McDonald's,Q38076,,,en:McDonald's,,burger,,yes,McDonald's,,,,,,,,,,,,,McDonald's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,49.2529263,-122.7399966,2019-09-10T18:06:48.000-07:00,pharmacy,Shoppers Drug Mart,Q1820137,,,en:Shoppers Drug Mart,,,,,Shoppers Drug Mart,Loblaw Companies Limited,,,,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
998,49.2541361,-122.7388679,2019-09-10T18:06:48.000-07:00,fast_food,Five Guys,Q1131810,Five Guys Burgers and Fries,,en:Five Guys,,burger,,yes,Five Guys,,,,,,,+1-604-472-9700,,,,,,Five Guys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,49.2544914,-122.7381621,2019-09-10T18:06:48.000-07:00,fast_food,Subway,Q244457,,,en:Subway (restaurant),,sandwich,,yes,Subway,,,,,,,,,,,,,Subway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,49.2543347,-122.737988,2019-09-10T18:06:48.000-07:00,cafe,Starbucks,Q37158,Starbucks Coffee,,en:Starbucks,,coffee_shop,,yes,Starbucks,,,,,,,,,,,,,Starbucks,,,,,,,,,,,wlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1002,49.257451,-122.7437942,2019-09-10T18:06:48.000-07:00,cafe,Tim Hortons,Q175106,,,en:Tim Hortons,,coffee_shop,,yes,Tim Hortons,,,,,,,,,,,,,Tim Hortons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
